job_title,company,first_seen,search_country,search_position,job_level,job_type,city,state,country,city_state,latitude,longitude,job_skills
Sr. DevSecOps Engineer with Security Clearance,ClearanceJobs,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Fallon,NV,United States,"Fallon, NV",39.4737,-118.7779,"DevSecOps, Agile, Integration, Software Development, Automation, Monitoring, Linux, Windows, Java, JavaScript, SQL, XML, Scripting Languages, HTML, CSS, DOD IT security compliance, Security Technical Implementation Guides (STIGs), IntelliJ, Node, Gradle, Git, SoapUI, Postman, IBM Datapower, SAML, JWT, Artifactory, Nexus, NPM repository, Jenkins CI, Chef, SaltStack, Kubernetes, Istio, Docker, AWS, Azure, Selenium, Cypress, SonarCube, Fortify, ClouldTrail, CloudWatch, EFK (Elasticsearch Fluent Kibana), VersionOne (Digital.IO), Jira, Confluence, Agile Principles, SAFe"
Assistant Professor - Associate Director of Bands,Oklahoma State University,2024-01-15,United States,Director Athletic,Mid senior,Onsite,Stillwater,OK,United States,"Stillwater, OK",36.131496,-97.074464,"Conducting, Music Education, Leadership, Communication, Music Industry, College marching band, Concert band, Secondary school teaching, Recruitment, Retention, Collaborative work, Symphonic Band, Collegial work"
Shift Leader,Einstein Bros Bagels,2024-01-14,United States,Second,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Shift Leader, High school diploma, ServSafe Certification, Driver's license, Food and beverage service, Store opening and closing, Team motivation and coaching, Morale and tone setting, Quality assurance, Cleanliness and safety, Leadership training, Communication, Customer service, Problemsolving"
"Restaurant Manager, Edgewood Restaurant",Edgewood Tahoe Resort,2024-01-14,United States,Bakery Supervisor,Mid senior,Onsite,Stateline,NV,United States,"Stateline, NV",38.96873,-119.944509,"POS software, inventory management, staff scheduling, financial metrics, marketing initiatives, food preparation certifications, Forbes Service Standards, team management, communication skills, leadership skills, customer service skills, wine knowledge, mixology skills"
IT PROFESSIONAL 4 - Information Security,State of Nevada Division of Human Resource Management,2024-01-16,United States,Information Scientist,Associate,Onsite,Indian Springs,NV,United States,"Indian Springs, NV",36.571844,-115.720313,"Cyber security, Cryptography, Data security, Database administration, Information security, IT project management, IT examination, Network administration, Systems administration, Data breaches, Web development, Bachelor's degree, IT experience, Project management, Supervisory experience, Driver's license, Criminal history check, Fingerprinting, Interview, Application evaluation, Experience with senior leadership, Report writing, Memorandum drafting, Computer science, Management information systems"
Special Education Facilitator (Central Office),Coral Academy of Science Las Vegas,2024-01-15,United States,Child Monitor,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Supervisory, Special education, Instruction, Facilitation, Leadership, Advocacy, Collaboration, Best practices, Academic achievement, Social achievement, Disabilities, Federal laws, State laws, Free appropriate education, Least restrictive environment, Individualized Education Plan (IEP), Applied Behavior Analysis, Electronic IEP system, Transition plans, Professional development, Team work, Communication, Collegiality, Record keeping, Confidentiality, Data accuracy, Compliance, Problemsolving, Planning, Organization, Scheduling, Coordination, Critical thinking, Decision making, Time management, Stress management, Conflict resolution, Customer service, Safety, Security, Ethics"
HOTEL OPERATIONS SUPERVISOR,"Golden Entertainment, Inc.",2024-01-16,United States,Inspection Supervisor,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Customer service, Front desk, VIP, Rooms control, Bell/baggage, Valet, Hotel management, LMS, Organization, Time management, Verbal communication, Written communication, Guest service, Professional appearance, Group communication, English fluency, High school diploma, Bachelors or Associates degree, Gaming, Attention to detail, Vision, Speech, Hearing, Literacy"
Assistant Professor of Meteorology and of Civil Engineering and Environmental Science - Hydrometeorology,University of Oklahoma,2024-01-14,United States,Faculty Member College Or University,Mid senior,Onsite,Norman,OK,United States,"Norman, OK",35.240569,-97.345299,"Hydrometeorology, Hydrology, Meteorology, Civil Engineering, Environmental Science, Environmental Engineering, Precipitation extremes, Droughts, Floods, Landatmosphere interactions, Land surface, Vegetation, Water bodies, Critical zone, Observational techniques, Modeling techniques, Extreme events, Teaching, Research, Service, Graduate student mentorship, Inclusive excellence, Interdisciplinary collaborations, Ph.D. in Meteorology Environmental Science Environmental Engineering Civil Engineering or a related field"
To Go Specialist- EN,Red Lobster,2024-01-14,United States,Special Effects Specialist,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Customer service, Food preparation, Order taking, Food assembly, Order delivery, Physical stamina, Communication, Food safety, Teamwork, Attention to detail"
Construction Superintendent,"Triax Engineering, LLC",2024-01-15,United States,Assistant Construction Superintendent,Mid senior,Onsite,Henderson,NV,United States,"Henderson, NV",36.008958,-115.0268,"Project Supervision, Construction Management, Team Leadership, Communication, Conflict Resolution, Schedule Planning, Material Management, Equipment Management, Safety Management, Quality Assurance, Project Coordination, Employee Relations, Labor Relations, Subcontractor Coordination, Engineering Liaison, Construction Drawings, Construction Specifications"
Travel RN - MICU - Medical Intensive Care Unit,Nightingale Nurses,2024-01-14,United States,Nurse Supervisor,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Travel Nursing, RN, MICU, Medical Intensive Care Unit, 12hour Shift, 36 Hours per Week, 13 Weeks Duration"
Retail Staff (Store 5395),GameStop,2024-01-14,United States,Change Person,Associate,Onsite,Stillwater,OK,United States,"Stillwater, OK",36.131496,-97.074464,"Customer service, Retail sales, Management, Inventory control, Loss prevention, Merchandising, Video game knowledge, High school diploma or GED, 18 years old or older, Retail sales and/or management experience, Fun and enthusiastic personality"
Veterinarian- Neurologist,BluePearl Specialty + Emergency Pet Hospital,2024-01-14,United States,Veterinarian,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Veterinarian, Neurology, Oklahoma City, Forbes, Oklahoma City Zoo, Horse Show Capital of the World"
"Producer I, Digital","Nexstar Media Group, Inc.",2024-01-14,United States,Producer,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Digital content production, Journalism, Headline writing, Multitasking, Problem solving, Decision making, Researching, Interviewing, News article writing, SEO best practices, AP Style, Teamwork, Interpersonal skills, Technology learning, Communication, Schedule flexibility, Measurement analysis, Google Analytics, Chartbeat, MS Office, HTML, CSS, Photoshop, Data analysis, Content packaging, Video production, Photo selection, Local news coverage, Regional news coverage, National news coverage, Environmental control, Repetition, Bright lighting, Inadequate lighting"
Service Technician,Jobs for Humanity,2024-01-16,United States,Microelectronics Technician,Mid senior,Onsite,Muskogee,OK,United States,"Muskogee, OK",35.743797,-95.356405,"Customer service, Communication skills, Ability to work at heights, Ability to lift heavy objects, Valid driver's license, Ability to travel, Aptitude to build rapport, Ability to work in all weather conditions"
RN - Registered Nurse - 23971980EXPPLAT /,TravelNurseSource,2024-01-14,United States,Nurse Supervisor,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Med/Surg RN, 2 years of experience in specialty area, Valid license and/or certification, Ability to maintain professionalism during stress, Valid Driver's License, Background and drug screen, Health Dental and Vision Insurance, Customized Housing Options, Life and Disability Insurance, 401(k) with Employer Match, Certification & Licensure Reimbursement, Generous Referral Bonus Program, Weekly Direct Deposit, 24/7/365 Support"
(USA) Member Team Lead,Sam's Club,2024-01-17,United States,Supervisor Parking Lot,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Team leading, Supervision, Hiring, Evaluation, Mentoring, Development, Workload management, Frontend equipment operation, Customer service, Register operation, Financial analysis, Accounting, Cash handling, Documentation, Procedures, Policies, Standards, Ethics, Compliance, Communication, Collaboration, Information analysis, Problemsolving, Adaptability, Change management, Retail experience"
MRI Technologist - PRN,INTEGRIS Health,2024-01-14,United States,Developer,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"MRI, Radiology, Imaging, Patient care, Equipment calibration, Quality control, Patient positioning, Patient safety, Communication, Patient education, Radiographic contrast administration, IV insertion, Aseptic technique, CPR certification, English proficiency (verbal and written)"
Strategic Sourcing Specialist (Relocate to Arkansas!),Black Hills Energy,2024-01-14,United States,Starter,Associate,Onsite,Bartlesville,OK,United States,"Bartlesville, OK",36.737668,-95.948454,"Strategic sourcing, Procurement, Negotiation, Contracts, Vendor management, Supply chain management, Project management, Customer service, Microsoft Office Suite, Problemsolving, Communication, Leadership, Teamwork, Bachelor's degree, Knowledge of strategic sourcing methodologies, Ability to learn contract law"
Mental Health Technician - PRN,INTEGRIS Health,2024-01-14,United States,Assembler Unit,Mid senior,Onsite,Spencer,OK,United States,"Spencer, OK",35.510758,-97.371553,"Mental health treatment, Patient care, Patient documentation, Therapeutic holds, Patient admission/discharge, Patient transportation, Physical restraint of patients, Behavior Management Technique System, Hazardous risks, Universal safety precautions, Communication skills (verbal/written), Oklahoma State Driver's License, Driving record"
RN - ICU - Nights,INTEGRIS Health,2024-01-14,United States,Nurse Anesthetist,Mid senior,Onsite,Yukon,OK,United States,"Yukon, OK",35.518409,-97.766172,"Nursing, Patient Care, Patient Assessment, Care Plan Development, Care Intervention Implementation, Care Intervention Evaluation, Personnel Supervision, Mentorship, Physical Restraint, Infection Control, Standard Precautions, CPR, ACLS, PALS, BLS, CHPN, Driver's License, Automobile Liability Insurance, Oklahoma State Drivers License, English Communication"
Hourly Supervisor and Training,Walmart,2024-01-14,United States,Driver Supervisor,Mid senior,Onsite,Choctaw,OK,United States,"Choctaw, OK",35.484983,-97.269942,"Leadership skills, Department management, Customer satisfaction, Communication skills, Math skills, Inventory management, Retail, Merchandising, Finance"
"Senior Backend Engineer, Distributed Systems",Recruiting from Scratch,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Senior Software Engineer, Backend, PHP, Laravel, Python, Web Applications, Cloud Computing, ObjectOriented Development, Big Data, Database Optimization, REST APIs, Machine Learning, DevOps, Algorithm Complexity, Agile Development, Collaborative Environments, Communication, Integrity, Diversity, Research, HumanCentered Design, Remote Work, Full Benefits, Competitive Pay, Flexible PTO"
